run_id	sequence_accession	score	percent_identity	n_reads	viral_name
SRR8423347	NC_001401.2	50	100	187	Adeno-associated virus
SRR8423354	NC_001401.2	56	100	1069	Adeno-associated virus
SRR8423355	NC_001401.2	56	100	1049	Adeno-associated virus
SRR8423356	NC_001401.2	57	100	1054	Adeno-associated virus
SRR8423357	NC_001401.2	56	100	1146	Adeno-associated virus
SRR8423358	NC_001401.2	57	100	1181	Adeno-associated virus
SRR8423359	NC_001401.2	53	100	1089	Adeno-associated virus
SRR8423360	NC_001401.2	57	100	797	Adeno-associated virus
SRR8423361	NC_001401.2	53	100	854	Adeno-associated virus
SRR8423362	NC_001401.2	56	100	850	Adeno-associated virus
SRR8423363	NC_001401.2	56	100	828	Adeno-associated virus
SRR8423364	NC_001401.2	56	100	766	Adeno-associated virus
SRR8423365	NC_001401.2	56	100	773	Adeno-associated virus
SRR8423367	NC_001401.2	56	100	735	Adeno-associated virus
SRR8423366	NC_001401.2	56	100	813	Adeno-associated virus
SRR8423368	NC_001401.2	56	100	727	Adeno-associated virus
SRR8423378	NC_001401.2	57	100	879	Adeno-associated virus
SRR8423379	NC_001401.2	50	100	740	Adeno-associated virus
SRR8423380	NC_001401.2	56	100	812	Adeno-associated virus
SRR8423381	NC_001401.2	56	100	1043	Adeno-associated virus
SRR8423382	NC_001401.2	56	100	1082	Adeno-associated virus
SRR8423383	NC_001401.2	56	100	1033	Adeno-associated virus
SRR8423385	NC_001401.2	50	100	195	Adeno-associated virus
SRR8423390	NC_001401.2	57	100	519	Adeno-associated virus
SRR8423391	NC_001401.2	53	100	458	Adeno-associated virus
SRR8423392	NC_001401.2	57	100	551	Adeno-associated virus
SRR8423396	NC_001401.2	57	100	1099	Adeno-associated virus
SRR8423397	NC_001401.2	57	100	1139	Adeno-associated virus
SRR8423398	NC_001401.2	57	100	1187	Adeno-associated virus
SRR8423399	NC_001401.2	57	100	1961	Adeno-associated virus
SRR8423400	NC_001401.2	57	100	1969	Adeno-associated virus
SRR8423401	NC_001401.2	57	100	1895	Adeno-associated virus
SRR8423405	NC_001401.2	57	100	2221	Adeno-associated virus
SRR8423406	NC_001401.2	57	100	2147	Adeno-associated virus
SRR8423407	NC_001401.2	57	100	1998	Adeno-associated virus
SRR8423408	NC_001401.2	57	100	2203	Adeno-associated virus
SRR8423409	NC_001401.2	57	100	2136	Adeno-associated virus
SRR8423410	NC_001401.2	57	100	2216	Adeno-associated virus
SRR8423417	NC_001401.2	56	100	1863	Adeno-associated virus
SRR8423418	NC_001401.2	57	100	1800	Adeno-associated virus
SRR8423419	NC_001401.2	57	100	1743	Adeno-associated virus
SRR8423423	NC_001401.2	54	100	195	Adeno-associated virus
SRR959555	NC_001401.2	100	93	32480	Adeno-associated virus
SRR9330513	NC_001401.2	100	97	153040	Adeno-associated virus
SRR8784366	NC_001401.2	74	97	751	Adeno-associated virus
SRR9649615	NC_001401.2	53	100	1420	Adeno-associated virus
SRR9649616	NC_001401.2	54	100	693	Adeno-associated virus
SRR9649618	NC_001401.2	70	100	998	Adeno-associated virus
SRR9649626	NC_001401.2	90	100	2379	Adeno-associated virus
SRR8784372	NC_001401.2	87	97	561	Adeno-associated virus
SRR9649629	NC_001401.2	70	100	2677	Adeno-associated virus
SRR9649630	NC_001401.2	90	100	2430	Adeno-associated virus
SRR9649640	NC_001401.2	67	100	1553	Adeno-associated virus
SRR9649641	NC_001401.2	78	100	1171	Adeno-associated virus
SRR9649642	NC_001401.2	70	99	1320	Adeno-associated virus
SRR9649643	NC_001401.2	81	100	1554	Adeno-associated virus
SRR8784375	NC_001401.2	100	97	136375	Adeno-associated virus
SRR9649678	NC_001401.2	67	100	1218	Adeno-associated virus
SRR9899375	NC_001401.2	100	96	2492	Adeno-associated virus
SRR9844212	NC_001401.2	57	97	155	Adeno-associated virus
SRR9844230	NC_001401.2	98	97	3563	Adeno-associated virus
SRR9852475	NC_001401.2	54	100	225	Adeno-associated virus
SRR9843702	NC_001401.2	96	96	621	Adeno-associated virus
SRR925859	NC_001401.2	87	99	385	Adeno-associated virus
SRR9333332	NC_001401.2	51	100	429	Adeno-associated virus
SRR9333336	NC_001401.2	56	100	498	Adeno-associated virus
SRR9333337	NC_001401.2	80	100	1167	Adeno-associated virus
SRR9333340	NC_001401.2	63	100	675	Adeno-associated virus
SRR9333341	NC_001401.2	56	100	446	Adeno-associated virus
SRR9333344	NC_001401.2	59	100	512	Adeno-associated virus
SRR9333345	NC_001401.2	58	100	566	Adeno-associated virus
SRR9333350	NC_001401.2	55	100	453	Adeno-associated virus
SRR9333358	NC_001401.2	71	100	543	Adeno-associated virus
SRR9333359	NC_001401.2	65	100	684	Adeno-associated virus
SRR9333360	NC_001401.2	51	100	568	Adeno-associated virus
SRR9333361	NC_001401.2	68	100	729	Adeno-associated virus
SRR9333363	NC_001401.2	70	100	826	Adeno-associated virus
SRR9333365	NC_001401.2	84	100	869	Adeno-associated virus
SRR9333366	NC_001401.2	51	100	406	Adeno-associated virus
SRR9333367	NC_001401.2	52	100	442	Adeno-associated virus
SRR8354179	NC_001401.2	100	97	10732	Adeno-associated virus
ERR1198915	NC_001538.1	100	94	603	BK polyomavirus
ERR1191817	NC_001538.1	51	95	133	BK polyomavirus
ERR2235026	NC_001538.1	100	98	101176	BK polyomavirus
ERR2235023	NC_001538.1	100	98	18984	BK polyomavirus
ERR2235024	NC_001538.1	100	95	3117	BK polyomavirus
ERR2235025	NC_001538.1	100	98	74741	BK polyomavirus
ERR2235027	NC_001538.1	100	98	2792	BK polyomavirus
ERR2235028	NC_001538.1	100	98	8829	BK polyomavirus
ERR2235029	NC_001538.1	100	97	8822	BK polyomavirus
ERR2235033	NC_001538.1	100	98	31717	BK polyomavirus
ERR2235030	NC_001538.1	100	99	2183334	BK polyomavirus
ERR2235031	NC_001538.1	100	98	12592	BK polyomavirus
ERR2235032	NC_001538.1	100	95	237743	BK polyomavirus
ERR2235034	NC_001538.1	100	98	81765	BK polyomavirus
ERR2235035	NC_001538.1	100	98	125896	BK polyomavirus
ERR2235036	NC_001538.1	100	98	165654	BK polyomavirus
ERR2235038	NC_001538.1	100	98	284621	BK polyomavirus
ERR2235037	NC_001538.1	100	98	4298368	BK polyomavirus
ERR2235039	NC_001538.1	100	98	411974	BK polyomavirus
ERR2235040	NC_001538.1	100	98	59959	BK polyomavirus
ERR2235041	NC_001538.1	100	95	25469	BK polyomavirus
ERR2798114	NC_001538.1	100	99	6326768	BK polyomavirus
ERR2798116	NC_001538.1	100	99	7797934	BK polyomavirus
ERR2798118	NC_001538.1	100	99	9075005	BK polyomavirus
ERR2798117	NC_001538.1	100	99	5949323	BK polyomavirus
ERR2798119	NC_001538.1	100	97	8001849	BK polyomavirus
ERR2798113	NC_001538.1	100	99	6903700	BK polyomavirus
ERR2798115	NC_001538.1	100	99	3232068	BK polyomavirus
ERR2798120	NC_001538.1	100	98	4051882	BK polyomavirus
ERR2798121	NC_001538.1	100	98	16913	BK polyomavirus
ERR2798122	NC_001538.1	100	99	1994333	BK polyomavirus
ERR2798123	NC_001538.1	100	99	8227277	BK polyomavirus
ERR2798124	NC_001538.1	100	99	646365	BK polyomavirus
ERR2798125	NC_001538.1	100	98	1651	BK polyomavirus
ERR2798126	NC_001538.1	100	98	2055	BK polyomavirus
ERR2798127	NC_001538.1	100	99	1194	BK polyomavirus
ERR2798128	NC_001538.1	100	99	1534	BK polyomavirus
ERR3519521	NC_001538.1	90	97	294	BK polyomavirus
ERR1713381	NC_001538.1	55	96	141	BK polyomavirus
ERR1713386	NC_001538.1	54	96	132	BK polyomavirus
ERR3209880	NC_001538.1	100	97	2304	BK polyomavirus
ERR3209881	NC_001538.1	100	97	2562	BK polyomavirus
ERR3229903	NC_001538.1	54	97	154	BK polyomavirus
ERR3209762	NC_001538.1	100	97	409	BK polyomavirus
ERR3209766	NC_001538.1	100	98	840	BK polyomavirus
SRR10099591	NC_001538.1	100	98	536	BK polyomavirus
SRR10209515	NC_001538.1	86	97	403	BK polyomavirus
SRR10209522	NC_001538.1	57	99	165	BK polyomavirus
SRR10209525	NC_001538.1	100	98	504	BK polyomavirus
SRR10209537	NC_001538.1	99	98	353	BK polyomavirus
SRR10209539	NC_001538.1	65	98	208	BK polyomavirus
SRR10209540	NC_001538.1	100	98	4015	BK polyomavirus
SRR10209542	NC_001538.1	100	97	16499	BK polyomavirus
SRR10209556	NC_001538.1	100	98	461	BK polyomavirus
SRR10209560	NC_001538.1	100	98	1388	BK polyomavirus
SRR10209571	NC_001538.1	100	99	491	BK polyomavirus
SRR10209575	NC_001538.1	100	97	1382	BK polyomavirus
SRR10209577	NC_001538.1	100	98	606	BK polyomavirus
SRR10499978	NC_001538.1	83	95	442	BK polyomavirus
SRR10387477	NC_001538.1	95	93	254	BK polyomavirus
SRR10499979	NC_001538.1	100	96	1216	BK polyomavirus
SRR10387478	NC_001538.1	100	89	318	BK polyomavirus
SRR10499980	NC_001538.1	100	84	23551	BK polyomavirus
SRR10387480	NC_001538.1	100	92	349	BK polyomavirus
SRR10387481	NC_001538.1	100	89	498	BK polyomavirus
SRR10387483	NC_001538.1	100	97	2061251	BK polyomavirus
SRR10387484	NC_001538.1	100	97	2345048	BK polyomavirus
SRR10387485	NC_001538.1	100	97	3074307	BK polyomavirus
SRR10387486	NC_001538.1	100	97	1651904	BK polyomavirus
SRR10387488	NC_001538.1	100	98	2602670	BK polyomavirus
SRR10387489	NC_001538.1	100	97	34566	BK polyomavirus
SRR10387490	NC_001538.1	100	97	123950	BK polyomavirus
ERR2607518	NC_001538.1	55	96	141	BK polyomavirus
SRR10387549	NC_001538.1	100	90	338	BK polyomavirus
SRR10387550	NC_001538.1	100	89	283	BK polyomavirus
SRR10387552	NC_001538.1	100	97	1038244	BK polyomavirus
SRR10387553	NC_001538.1	100	90	329	BK polyomavirus
SRR10387554	NC_001538.1	74	94	195	BK polyomavirus
SRR10387555	NC_001538.1	88	95	1318	BK polyomavirus
SRR10387556	NC_001538.1	100	97	283823	BK polyomavirus
SRR10387557	NC_001538.1	57	93	144	BK polyomavirus
SRR10387558	NC_001538.1	100	96	81348	BK polyomavirus
SRR10387559	NC_001538.1	100	98	128094	BK polyomavirus
SRR10387560	NC_001538.1	89	91	224	BK polyomavirus
SRR10387566	NC_001538.1	100	97	67558	BK polyomavirus
SRR10387568	NC_001538.1	100	97	83641	BK polyomavirus
SRR10387567	NC_001538.1	100	96	76058	BK polyomavirus
SRR10387569	NC_001538.1	81	92	226	BK polyomavirus
SRR10387570	NC_001538.1	100	89	564	BK polyomavirus
SRR10387572	NC_001538.1	100	90	496	BK polyomavirus
SRR10387573	NC_001538.1	100	92	817	BK polyomavirus
SRR10387575	NC_001538.1	100	92	518	BK polyomavirus
SRR10387576	NC_001538.1	100	97	938946	BK polyomavirus
SRR10387577	NC_001538.1	100	92	642	BK polyomavirus
SRR10387578	NC_001538.1	100	93	424	BK polyomavirus
SRR10387579	NC_001538.1	100	93	489	BK polyomavirus
SRR10387580	NC_001538.1	100	92	436	BK polyomavirus
SRR10387581	NC_001538.1	100	96	1536	BK polyomavirus
SRR10387582	NC_001538.1	100	92	298	BK polyomavirus
SRR10387583	NC_001538.1	100	91	629	BK polyomavirus
SRR10387585	NC_001538.1	100	97	1059080	BK polyomavirus
SRR11074360	NC_001538.1	100	99	27701188	BK polyomavirus
SRR11074361	NC_001538.1	100	99	139574	BK polyomavirus
SRR10387586	NC_001538.1	100	97	658772	BK polyomavirus
SRR10387587	NC_001538.1	100	92	472	BK polyomavirus
SRR10387588	NC_001538.1	100	92	435	BK polyomavirus
SRR11074364	NC_001538.1	100	99	31045028	BK polyomavirus
SRR10387589	NC_001538.1	100	97	1308079	BK polyomavirus
SRR10387590	NC_001538.1	92	93	251	BK polyomavirus
SRR10387591	NC_001538.1	100	92	452	BK polyomavirus
SRR10387592	NC_001538.1	100	96	1194798	BK polyomavirus
SRR10387593	NC_001538.1	100	97	2928	BK polyomavirus
SRR11074365	NC_001538.1	88	99	2926	BK polyomavirus
SRR10387594	NC_001538.1	100	97	1093329	BK polyomavirus
SRR10387596	NC_001538.1	100	92	490	BK polyomavirus
SRR10387597	NC_001538.1	100	91	626	BK polyomavirus
SRR10387598	NC_001538.1	100	91	709	BK polyomavirus
SRR10387599	NC_001538.1	55	88	121	BK polyomavirus
SRR10387600	NC_001538.1	64	88	156	BK polyomavirus
SRR10616327	NC_001538.1	100	98	4415	BK polyomavirus
SRR10387602	NC_001538.1	100	97	940819	BK polyomavirus
SRR10387604	NC_001538.1	62	94	158	BK polyomavirus
SRR10488349	NC_001538.1	51	98	178	BK polyomavirus
ERR2607525	NC_001538.1	54	96	132	BK polyomavirus
SRR10136649	NC_001538.1	82	98	247	BK polyomavirus
SRR10136650	NC_001538.1	65	97	205	BK polyomavirus
SRR10136651	NC_001538.1	74	97	214	BK polyomavirus
SRR10136652	NC_001538.1	72	97	249	BK polyomavirus
SRR10136653	NC_001538.1	58	98	189	BK polyomavirus
SRR10136654	NC_001538.1	66	98	186	BK polyomavirus
SRR10136655	NC_001538.1	85	97	253	BK polyomavirus
SRR10136656	NC_001538.1	62	98	190	BK polyomavirus
SRR10136702	NC_001538.1	63	98	177	BK polyomavirus
SRR10136703	NC_001538.1	52	97	148	BK polyomavirus
SRR10136705	NC_001538.1	76	97	237	BK polyomavirus
SRR10136706	NC_001538.1	57	97	176	BK polyomavirus
SRR10136731	NC_001538.1	83	97	242	BK polyomavirus
SRR10136732	NC_001538.1	68	97	244	BK polyomavirus
SRR10136733	NC_001538.1	71	97	235	BK polyomavirus
SRR10136734	NC_001538.1	71	98	226	BK polyomavirus
SRR10136735	NC_001538.1	84	98	244	BK polyomavirus
SRR10775535	NC_001538.1	51	97	146	BK polyomavirus
SRR10775544	NC_001538.1	100	98	673	BK polyomavirus
SRR10775550	NC_001538.1	100	97	751	BK polyomavirus
SRR10775554	NC_001538.1	57	97	152	BK polyomavirus
SRR10775559	NC_001538.1	58	98	166	BK polyomavirus
SRR10775560	NC_001538.1	100	98	350906	BK polyomavirus
SRR10775573	NC_001538.1	76	97	239	BK polyomavirus
SRR10775577	NC_001538.1	100	97	726	BK polyomavirus
SRR10775579	NC_001538.1	100	98	634	BK polyomavirus
ERR3210093	NC_001538.1	100	97	2301	BK polyomavirus
SRR3458562	NC_001538.1	100	99	186842	BK polyomavirus
SRR3458563	NC_001538.1	100	99	108236	BK polyomavirus
SRR3458564	NC_001538.1	100	99	122633	BK polyomavirus
SRR3458565	NC_001538.1	100	99	449761	BK polyomavirus
SRR3458566	NC_001538.1	100	99	158885	BK polyomavirus
SRR3458567	NC_001538.1	100	99	65245	BK polyomavirus
SRR3458568	NC_001538.1	100	99	62954	BK polyomavirus
SRR3458569	NC_001538.1	100	99	72431	BK polyomavirus
SRR1784248	NC_001538.1	88	98	779	BK polyomavirus
SRR3644398	NC_001538.1	54	98	168	BK polyomavirus
SRR4098574	NC_001538.1	100	96	6800	BK polyomavirus
SRR4098575	NC_001538.1	100	91	6174	BK polyomavirus
SRR3644402	NC_001538.1	56	98	154	BK polyomavirus
SRR4098578	NC_001538.1	100	92	482	BK polyomavirus
SRR4098580	NC_001538.1	100	92	650	BK polyomavirus
SRR4098586	NC_001538.1	100	91	698	BK polyomavirus
SRR4098585	NC_001538.1	100	92	730	BK polyomavirus
SRR4098588	NC_001538.1	100	98	84641620	BK polyomavirus
SRR4098590	NC_001538.1	100	96	13365	BK polyomavirus
SRR4098589	NC_001538.1	100	95	6029	BK polyomavirus
SRR4098591	NC_001538.1	100	92	998	BK polyomavirus
SRR4098592	NC_001538.1	100	96	13180	BK polyomavirus
SRR4098593	NC_001538.1	65	91	162	BK polyomavirus
SRR4098595	NC_001538.1	100	91	3954	BK polyomavirus
SRR4098605	NC_001538.1	100	95	15458	BK polyomavirus
SRR5168818	NC_001538.1	100	100	45729	BK polyomavirus
SRR5168819	NC_001538.1	100	100	22809	BK polyomavirus
SRR5168820	NC_001538.1	100	100	59479	BK polyomavirus
SRR5168821	NC_001538.1	100	100	29668	BK polyomavirus
SRR5168822	NC_001538.1	100	100	72485	BK polyomavirus
SRR5168823	NC_001538.1	100	100	38915	BK polyomavirus
SRR5168824	NC_001538.1	100	100	28024	BK polyomavirus
SRR5168825	NC_001538.1	100	100	20728	BK polyomavirus
SRR4305466	NC_001538.1	100	97	1211	BK polyomavirus
SRR5832142	NC_001538.1	100	93	7636	BK polyomavirus
SRR5050583	NC_001538.1	100	98	4929	BK polyomavirus
SRR5050584	NC_001538.1	100	98	5082	BK polyomavirus
SRR5926451	NC_001538.1	98	95	138176	BK polyomavirus
SRR5926467	NC_001538.1	100	98	376305	BK polyomavirus
SRR5926474	NC_001538.1	100	95	4449	BK polyomavirus
SRR5926480	NC_001538.1	100	98	8185	BK polyomavirus
SRR5926488	NC_001538.1	100	98	32915	BK polyomavirus
SRR5926496	NC_001538.1	89	98	426	BK polyomavirus
SRR5926519	NC_001538.1	100	98	17528	BK polyomavirus
SRR5926548	NC_001538.1	91	98	431	BK polyomavirus
SRR5926578	NC_001538.1	100	97	25408	BK polyomavirus
SRR5926579	NC_001538.1	100	97	17329	BK polyomavirus
SRR5926580	NC_001538.1	83	98	488	BK polyomavirus
SRR5926581	NC_001538.1	100	97	11047	BK polyomavirus
SRR5926590	NC_001538.1	100	95	1394	BK polyomavirus
SRR5926614	NC_001538.1	100	98	133369	BK polyomavirus
SRR5926617	NC_001538.1	100	98	172713	BK polyomavirus
SRR5926621	NC_001538.1	100	98	32664	BK polyomavirus
SRR6242934	NC_001538.1	53	90	454	BK polyomavirus
SRR6243119	NC_001538.1	74	90	1383	BK polyomavirus
SRR6243151	NC_001538.1	100	94	1089	BK polyomavirus
SRR6442903	NC_001538.1	100	91	273	BK polyomavirus
SRR6442905	NC_001538.1	100	91	321	BK polyomavirus
SRR6442906	NC_001538.1	100	91	285	BK polyomavirus
SRR6442918	NC_001538.1	90	91	223	BK polyomavirus
SRR6442921	NC_001538.1	100	91	413	BK polyomavirus
SRR6442924	NC_001538.1	100	92	342	BK polyomavirus
SRR6442954	NC_001538.1	100	91	264	BK polyomavirus
SRR6442983	NC_001538.1	100	94	738	BK polyomavirus
SRR6442984	NC_001538.1	100	92	402	BK polyomavirus
SRR6442993	NC_001538.1	100	98	2240	BK polyomavirus
SRR6442995	NC_001538.1	61	95	310	BK polyomavirus
SRR6519218	NC_001538.1	71	87	211	BK polyomavirus
SRR6914007	NC_001538.1	100	93	1228	BK polyomavirus
SRR7122338	NC_001538.1	100	91	763	BK polyomavirus
SRR7122348	NC_001538.1	90	98	7700	BK polyomavirus
SRR7122357	NC_001538.1	100	93	11583	BK polyomavirus
SRR7122358	NC_001538.1	100	93	24966	BK polyomavirus
SRR7122364	NC_001538.1	100	92	609	BK polyomavirus
SRR7122370	NC_001538.1	100	90	682	BK polyomavirus
SRR7122372	NC_001538.1	100	92	568	BK polyomavirus
SRR7122381	NC_001538.1	100	91	762	BK polyomavirus
SRR7122382	NC_001538.1	100	92	757	BK polyomavirus
SRR7001611	NC_001538.1	100	93	136284	BK polyomavirus
SRR7001612	NC_001538.1	100	93	12757	BK polyomavirus
SRR7001613	NC_001538.1	100	93	52123	BK polyomavirus
SRR7001614	NC_001538.1	100	93	22538	BK polyomavirus
SRR7403905	NC_001538.1	100	95	683	BK polyomavirus
SRR7403907	NC_001538.1	100	98	729	BK polyomavirus
SRR7403908	NC_001538.1	100	98	2255	BK polyomavirus
SRR7403909	NC_001538.1	100	98	1289	BK polyomavirus
SRR7403915	NC_001538.1	100	98	4413	BK polyomavirus
SRR7403916	NC_001538.1	100	98	2738	BK polyomavirus
SRR7754032	NC_001538.1	77	97	196	BK polyomavirus
SRR7754034	NC_001538.1	100	97	587	BK polyomavirus
SRR7754040	NC_001538.1	84	98	346	BK polyomavirus
SRR7754041	NC_001538.1	100	98	445	BK polyomavirus
SRR7754042	NC_001538.1	100	98	1098159	BK polyomavirus
SRR7716743	NC_001538.1	92	97	346	BK polyomavirus
SRR8144369	NC_001538.1	100	94	8451	BK polyomavirus
SRR8144435	NC_001538.1	74	98	214	BK polyomavirus
SRR8144440	NC_001538.1	100	98	1383	BK polyomavirus
SRR7707775	NC_001538.1	100	94	6606	BK polyomavirus
SRR7707776	NC_001538.1	100	94	2844	BK polyomavirus
SRR8637762	NC_001538.1	100	97	7792	BK polyomavirus
SRR8637788	NC_001538.1	100	97	19997	BK polyomavirus
SRR8596232	NC_001538.1	72	99	1043	BK polyomavirus
SRR8596303	NC_001538.1	66	99	798	BK polyomavirus
SRR8090750	NC_001538.1	100	98	2367	BK polyomavirus
SRR8715492	NC_001538.1	100	95	414	BK polyomavirus
SRR8798897	NC_001538.1	60	97	175	BK polyomavirus
SRR8798901	NC_001538.1	100	98	962	BK polyomavirus
SRR8798902	NC_001538.1	100	97	1361	BK polyomavirus
SRR8798904	NC_001538.1	83	97	208	BK polyomavirus
SRR8090963	NC_001538.1	100	98	510	BK polyomavirus
SRR9212117	NC_001538.1	100	97	27324	BK polyomavirus
SRR8695471	NC_001538.1	88	97	240	BK polyomavirus
SRR9199425	NC_001538.1	100	97	183625	BK polyomavirus
SRR7688798	NC_001538.1	58	98	186	BK polyomavirus
SRR9199429	NC_001538.1	100	97	1525	BK polyomavirus
SRR9199453	NC_001538.1	100	97	2780	BK polyomavirus
SRR9967601	NC_001538.1	100	99	21352343	BK polyomavirus
SRR9967603	NC_001538.1	100	99	18380107	BK polyomavirus
SRR9967602	NC_001538.1	100	99	26136287	BK polyomavirus
SRR9967595	NC_001538.1	100	99	4197352	BK polyomavirus
SRR9967596	NC_001538.1	100	99	3481545	BK polyomavirus
SRR9967597	NC_001538.1	100	99	7611176	BK polyomavirus
SRR9967598	NC_001538.1	100	99	13356982	BK polyomavirus
SRR9967599	NC_001538.1	100	99	16940502	BK polyomavirus
SRR9967600	NC_001538.1	100	99	20407415	BK polyomavirus
SRR9967604	NC_001538.1	96	98	1189	BK polyomavirus
SRR9967607	NC_001538.1	100	98	4236	BK polyomavirus
SRR9967605	NC_001538.1	100	99	1516	BK polyomavirus
SRR9967608	NC_001538.1	100	98	4728	BK polyomavirus
SRR9967609	NC_001538.1	100	98	14403	BK polyomavirus
SRR9967611	NC_001538.1	100	98	12717	BK polyomavirus
SRR9967612	NC_001538.1	100	98	12537	BK polyomavirus
SRR9967613	NC_001538.1	100	99	1055	BK polyomavirus
SRR9967614	NC_001538.1	100	98	2034	BK polyomavirus
SRR9967615	NC_001538.1	99	98	775	BK polyomavirus
SRR9967616	NC_001538.1	100	99	2369	BK polyomavirus
SRR9967617	NC_001538.1	100	99	1542	BK polyomavirus
SRR8942934	NC_001538.1	100	94	54673	BK polyomavirus
ERR1554768	NC_006560.1	63	86	138	Cercopithecine herpesvirus
DRR001374	NC_006560.1	69	82	110	Cercopithecine herpesvirus
