run_id	sequence_accession	score	percent_identity	n_reads	viral_name	BioSample
ERR188304	NC_007605.1	98	99	79504	Epstein-Barr virus	SAMEA1573539
ERR188305	NC_007605.1	98	99	113102	Epstein-Barr virus	SAMEA1573335
ERR188306	NC_007605.1	97	100	22046	Epstein-Barr virus	SAMEA1573501
ERR188307	NC_007605.1	99	99	66524	Epstein-Barr virus	SAMEA1573185
ERR188308	NC_007605.1	99	99	29715	Epstein-Barr virus	SAMEA1573133
ERR188309	NC_007605.1	98	99	64906	Epstein-Barr virus	SAMEA1573435
ERR1883096	NC_001405.1	91	99	31731	Human adenovirus	SAMEA103910704
ERR1883099	NC_001405.1	100	99	90756	Human adenovirus	SAMEA103910707
ERR188310	NC_007605.1	97	100	30548	Epstein-Barr virus	SAMEA1573103
ERR1883100	NC_001405.1	92	99	60663	Human adenovirus	SAMEA103910708
ERR1883101	NC_001405.1	92	99	47772	Human adenovirus	SAMEA103910709
ERR1883102	NC_001405.1	93	99	28880	Human adenovirus	SAMEA103910710
ERR1883103	NC_001405.1	100	99	48858	Human adenovirus	SAMEA103910711
ERR1883104	NC_001405.1	92	99	35638	Human adenovirus	SAMEA103910712
ERR1883105	NC_001405.1	96	99	58396	Human adenovirus	SAMEA103910713
ERR1883106	NC_001405.1	100	98	261500	Human adenovirus	SAMEA103910714
ERR188311	NC_007605.1	98	99	142046	Epstein-Barr virus	SAMEA1573271
ERR188312	NC_007605.1	97	100	98762	Epstein-Barr virus	SAMEA1573471
ERR188313	NC_007605.1	98	99	179987	Epstein-Barr virus	SAMEA1573520
ERR188314	NC_007605.1	97	100	125575	Epstein-Barr virus	SAMEA1573380
ERR188315	NC_007605.1	98	99	31905	Epstein-Barr virus	SAMEA1573451
ERR188316	NC_007605.1	98	99	117612	Epstein-Barr virus	SAMEA1573160
ERR188317	NC_007605.1	97	100	80017	Epstein-Barr virus	SAMEA1573162
ERR188318	NC_007605.1	97	100	93376	Epstein-Barr virus	SAMEA1573420
ERR188319	NC_007605.1	98	99	43459	Epstein-Barr virus	SAMEA1573366
ERR188320	NC_007605.1	99	99	105814	Epstein-Barr virus	SAMEA1573261
ERR188321	NC_007605.1	99	99	203931	Epstein-Barr virus	SAMEA1573321
ERR188322	NC_007605.1	97	99	28546	Epstein-Barr virus	SAMEA1573105
ERR188323	NC_007605.1	98	99	63339	Epstein-Barr virus	SAMEA1573442
ERR188324	NC_007605.1	99	99	51014	Epstein-Barr virus	SAMEA1573403
ERR188325	NC_007605.1	99	99	1094084	Epstein-Barr virus	SAMEA1573482
ERR188326	NC_007605.1	98	99	69039	Epstein-Barr virus	SAMEA1573529
ERR188327	NC_007605.1	91	100	37786	Epstein-Barr virus	SAMEA1573113
ERR188328	NC_007605.1	97	100	56360	Epstein-Barr virus	SAMEA1573452
ERR188329	NC_007605.1	100	99	107367	Epstein-Barr virus	SAMEA1573193
ERR188330	NC_007605.1	97	100	129040	Epstein-Barr virus	SAMEA1573363
ERR188331	NC_007605.1	98	99	99410	Epstein-Barr virus	SAMEA1573458
ERR188332	NC_007605.1	98	99	85407	Epstein-Barr virus	SAMEA1573116
ERR188333	NC_007605.1	97	100	113709	Epstein-Barr virus	SAMEA1573506
ERR188334	NC_007605.1	97	100	46880	Epstein-Barr virus	SAMEA1573141
ERR188335	NC_007605.1	98	99	74258	Epstein-Barr virus	SAMEA1573087
ERR188336	NC_007605.1	100	99	44310	Epstein-Barr virus	SAMEA1573542
ERR188337	NC_007605.1	98	99	44513	Epstein-Barr virus	SAMEA1573273
ERR188338	NC_007605.1	98	99	126109	Epstein-Barr virus	SAMEA1573431
ERR188339	NC_007605.1	99	99	201683	Epstein-Barr virus	SAMEA1573121
ERR188340	NC_007605.1	99	99	105524	Epstein-Barr virus	SAMEA1573543
ERR188341	NC_007605.1	97	100	156032	Epstein-Barr virus	SAMEA1573408
ERR188342	NC_007605.1	97	100	120876	Epstein-Barr virus	SAMEA1573265
ERR188343	NC_007605.1	99	99	167911	Epstein-Barr virus	SAMEA1573295
ERR188344	NC_007605.1	97	100	34586	Epstein-Barr virus	SAMEA1573465
ERR188345	NC_007605.1	97	100	171194	Epstein-Barr virus	SAMEA1573161
ERR188346	NC_007605.1	98	99	207361	Epstein-Barr virus	SAMEA1573130
ERR188347	NC_007605.1	99	99	84648	Epstein-Barr virus	SAMEA1573314
ERR188348	NC_007605.1	99	99	83607	Epstein-Barr virus	SAMEA1573546
ERR188349	NC_007605.1	98	99	84314	Epstein-Barr virus	SAMEA1573097
ERR188350	NC_007605.1	99	99	63429	Epstein-Barr virus	SAMEA1573392
ERR188351	NC_007605.1	97	100	94426	Epstein-Barr virus	SAMEA1573322
ERR188352	NC_007605.1	98	99	262938	Epstein-Barr virus	SAMEA1573134
ERR188353	NC_007605.1	97	100	24712	Epstein-Barr virus	SAMEA1573108
ERR188354	NC_007605.1	99	99	343479	Epstein-Barr virus	SAMEA1573204
ERR188355	NC_007605.1	98	99	138905	Epstein-Barr virus	SAMEA1573402
ERR188356	NC_007605.1	99	99	98117	Epstein-Barr virus	SAMEA1573379
ERR188357	NC_007605.1	97	99	109756	Epstein-Barr virus	SAMEA1573262
ERR188358	NC_007605.1	98	99	95975	Epstein-Barr virus	SAMEA1573348
ERR188359	NC_007605.1	97	100	93554	Epstein-Barr virus	SAMEA1573297
ERR188360	NC_007605.1	98	99	112030	Epstein-Barr virus	SAMEA1573292
ERR188361	NC_007605.1	98	99	86759	Epstein-Barr virus	SAMEA1573311
ERR188362	NC_007605.1	98	99	111649	Epstein-Barr virus	SAMEA1573386
ERR188363	NC_007605.1	97	100	375280	Epstein-Barr virus	SAMEA1573316
ERR188364	NC_007605.1	97	100	84552	Epstein-Barr virus	SAMEA1573476
ERR188365	NC_007605.1	99	99	128524	Epstein-Barr virus	SAMEA1573358
ERR188366	NC_007605.1	98	99	56966	Epstein-Barr virus	SAMEA1573419
ERR188367	NC_007605.1	98	99	121295	Epstein-Barr virus	SAMEA1573436
ERR188368	NC_007605.1	98	99	90159	Epstein-Barr virus	SAMEA1573424
ERR188369	NC_007605.1	97	99	37361	Epstein-Barr virus	SAMEA1573211
ERR188370	NC_007605.1	97	100	145060	Epstein-Barr virus	SAMEA1573169
ERR188371	NC_007605.1	97	100	81167	Epstein-Barr virus	SAMEA1573327
ERR188372	NC_007605.1	97	100	108892	Epstein-Barr virus	SAMEA1573182
ERR188373	NC_007605.1	98	99	79015	Epstein-Barr virus	SAMEA1573532
ERR188374	NC_007605.1	97	100	64044	Epstein-Barr virus	SAMEA1573524
ERR188375	NC_007605.1	97	100	145423	Epstein-Barr virus	SAMEA1573192
ERR188376	NC_007605.1	98	99	107458	Epstein-Barr virus	SAMEA1573218
ERR188377	NC_007605.1	99	99	267738	Epstein-Barr virus	SAMEA1573125
ERR188378	NC_007605.1	97	100	86252	Epstein-Barr virus	SAMEA1573258
ERR188379	NC_007605.1	97	100	37428	Epstein-Barr virus	SAMEA1573149
ERR188380	NC_007605.1	98	99	78627	Epstein-Barr virus	SAMEA1573215
ERR188381	NC_007605.1	99	99	141064	Epstein-Barr virus	SAMEA1573510
ERR188382	NC_007605.1	98	99	61609	Epstein-Barr virus	SAMEA1573445
ERR188383	NC_007605.1	98	99	96189	Epstein-Barr virus	SAMEA1573298
ERR188384	NC_007605.1	97	100	99933	Epstein-Barr virus	SAMEA1573333
ERR188385	NC_007605.1	97	100	62825	Epstein-Barr virus	SAMEA1573475
ERR188386	NC_007605.1	99	99	107644	Epstein-Barr virus	SAMEA1573236
ERR188387	NC_007605.1	98	99	32894	Epstein-Barr virus	SAMEA1573381
ERR188388	NC_007605.1	99	99	223384	Epstein-Barr virus	SAMEA1573328
ERR188389	NC_007605.1	98	99	160261	Epstein-Barr virus	SAMEA1573413
ERR188390	NC_007605.1	100	99	101846	Epstein-Barr virus	SAMEA1573353
ERR188391	NC_007605.1	99	99	113411	Epstein-Barr virus	SAMEA1573393
ERR188392	NC_007605.1	97	100	44184	Epstein-Barr virus	SAMEA1573421
ERR188393	NC_007605.1	98	99	199904	Epstein-Barr virus	SAMEA1573284
ERR188394	NC_007605.1	97	100	80333	Epstein-Barr virus	SAMEA1573325
ERR188395	NC_007605.1	99	99	221436	Epstein-Barr virus	SAMEA1573382
ERR188396	NC_007605.1	99	99	123399	Epstein-Barr virus	SAMEA1573165
ERR188397	NC_007605.1	97	100	227685	Epstein-Barr virus	SAMEA1573473
ERR188398	NC_007605.1	98	99	44352	Epstein-Barr virus	SAMEA1573481
ERR188399	NC_007605.1	98	99	84628	Epstein-Barr virus	SAMEA1573472
ERR188400	NC_007605.1	98	99	94188	Epstein-Barr virus	SAMEA1573231
ERR188401	NC_007605.1	97	100	36622	Epstein-Barr virus	SAMEA1573522
ERR188402	NC_007605.1	98	99	33234	Epstein-Barr virus	SAMEA1573268
ERR188403	NC_007605.1	97	100	48519	Epstein-Barr virus	SAMEA1573521
ERR188404	NC_007605.1	97	100	51788	Epstein-Barr virus	SAMEA1573282
ERR188405	NC_007605.1	100	99	179430	Epstein-Barr virus	SAMEA1573460
ERR188406	NC_007605.1	97	100	205851	Epstein-Barr virus	SAMEA1573387
ERR188407	NC_007605.1	100	99	15004	Epstein-Barr virus	SAMEA1573153
ERR188408	NC_007605.1	97	100	59883	Epstein-Barr virus	SAMEA1573094
ERR188409	NC_007605.1	100	99	54276	Epstein-Barr virus	SAMEA1573243
ERR188410	NC_007605.1	98	99	299997	Epstein-Barr virus	SAMEA1573433
ERR188411	NC_007605.1	98	99	47696	Epstein-Barr virus	SAMEA1573092
ERR188412	NC_007605.1	98	99	58416	Epstein-Barr virus	SAMEA1573512
ERR188413	NC_007605.1	99	99	107950	Epstein-Barr virus	SAMEA1573184
ERR188414	NC_007605.1	97	100	17369	Epstein-Barr virus	SAMEA1573114
ERR188415	NC_007605.1	97	100	27720	Epstein-Barr virus	SAMEA1573486
ERR188416	NC_007605.1	97	100	33150	Epstein-Barr virus	SAMEA1573303
ERR188417	NC_007605.1	97	100	95562	Epstein-Barr virus	SAMEA1573082
ERR188418	NC_007605.1	98	99	138406	Epstein-Barr virus	SAMEA1573479
ERR188419	NC_007605.1	99	99	174640	Epstein-Barr virus	SAMEA1573509
ERR188420	NC_007605.1	97	100	230522	Epstein-Barr virus	SAMEA1573487
ERR188421	NC_007605.1	98	99	72997	Epstein-Barr virus	SAMEA1573107
ERR188422	NC_007605.1	98	99	64840	Epstein-Barr virus	SAMEA1573468
ERR188423	NC_007605.1	98	99	53727	Epstein-Barr virus	SAMEA1573350
ERR188424	NC_007605.1	98	99	53290	Epstein-Barr virus	SAMEA1573390
ERR188425	NC_007605.1	99	99	133614	Epstein-Barr virus	SAMEA1573183
ERR188426	NC_007605.1	97	100	21799	Epstein-Barr virus	SAMEA1573450
ERR188427	NC_007605.1	98	99	293298	Epstein-Barr virus	SAMEA1573287
ERR188428	NC_007605.1	97	100	26049	Epstein-Barr virus	SAMEA1573289
ERR188429	NC_007605.1	98	99	66692	Epstein-Barr virus	SAMEA1573095
ERR188430	NC_007605.1	97	100	78224	Epstein-Barr virus	SAMEA1573119
ERR188431	NC_007605.1	99	99	531334	Epstein-Barr virus	SAMEA1573248
ERR188432	NC_007605.1	98	99	204794	Epstein-Barr virus	SAMEA1573355
ERR188433	NC_007605.1	98	99	52018	Epstein-Barr virus	SAMEA1573146
ERR188434	NC_007605.1	98	99	42986	Epstein-Barr virus	SAMEA1573100
ERR188435	NC_007605.1	97	100	101614	Epstein-Barr virus	SAMEA1573257
ERR188436	NC_007605.1	99	99	81975	Epstein-Barr virus	SAMEA1573285
ERR188437	NC_007605.1	99	99	144207	Epstein-Barr virus	SAMEA1573536
ERR188438	NC_007605.1	98	99	59281	Epstein-Barr virus	SAMEA1573206
ERR188439	NC_007605.1	98	99	58189	Epstein-Barr virus	SAMEA1573434
ERR188440	NC_007605.1	97	100	34541	Epstein-Barr virus	SAMEA1573323
ERR188441	NC_007605.1	97	100	280238	Epstein-Barr virus	SAMEA1573270
ERR188442	NC_007605.1	98	99	15782	Epstein-Barr virus	SAMEA1573229
ERR188443	NC_007605.1	97	100	60643	Epstein-Barr virus	SAMEA1573319
ERR188444	NC_007605.1	98	99	138425	Epstein-Barr virus	SAMEA1573235
ERR188445	NC_007605.1	98	99	103941	Epstein-Barr virus	SAMEA1573525
ERR188446	NC_007605.1	98	99	129613	Epstein-Barr virus	SAMEA1573312
ERR188447	NC_007605.1	97	100	344351	Epstein-Barr virus	SAMEA1573123
ERR188448	NC_007605.1	98	99	82551	Epstein-Barr virus	SAMEA1573199
ERR188449	NC_007605.1	99	99	76359	Epstein-Barr virus	SAMEA1573238
ERR188450	NC_007605.1	99	99	56927	Epstein-Barr virus	SAMEA1573495
ERR188451	NC_007605.1	100	99	98238	Epstein-Barr virus	SAMEA1573426
ERR188452	NC_007605.1	97	100	101688	Epstein-Barr virus	SAMEA1573511
ERR188453	NC_007605.1	97	100	240692	Epstein-Barr virus	SAMEA1573155
ERR188454	NC_007605.1	98	99	76788	Epstein-Barr virus	SAMEA1573439
ERR188455	NC_007605.1	97	99	145492	Epstein-Barr virus	SAMEA1573140
ERR188456	NC_007605.1	97	100	39628	Epstein-Barr virus	SAMEA1573290
ERR188457	NC_007605.1	99	99	176823	Epstein-Barr virus	SAMEA1573223
ERR188458	NC_007605.1	97	100	96244	Epstein-Barr virus	SAMEA1573533
ERR188459	NC_007605.1	97	100	57929	Epstein-Barr virus	SAMEA1573385
ERR188460	NC_007605.1	98	99	145613	Epstein-Barr virus	SAMEA1573488
ERR188461	NC_007605.1	98	99	49863	Epstein-Barr virus	SAMEA1573374
ERR188462	NC_007605.1	98	99	86377	Epstein-Barr virus	SAMEA1573485
ERR188463	NC_007605.1	98	99	118197	Epstein-Barr virus	SAMEA1573496
ERR188464	NC_007605.1	99	99	114233	Epstein-Barr virus	SAMEA1573461
ERR188465	NC_007605.1	98	99	82879	Epstein-Barr virus	SAMEA1573177
ERR188466	NC_007605.1	99	99	91069	Epstein-Barr virus	SAMEA1573194
ERR188467	NC_007605.1	97	100	343196	Epstein-Barr virus	SAMEA1573401
ERR188468	NC_007605.1	97	100	89813	Epstein-Barr virus	SAMEA1573399
ERR188469	NC_007605.1	99	99	50849	Epstein-Barr virus	SAMEA1573224
ERR188470	NC_007605.1	99	99	135948	Epstein-Barr virus	SAMEA1573213
ERR188471	NC_007605.1	97	100	136044	Epstein-Barr virus	SAMEA1573464
ERR188472	NC_007605.1	97	100	207479	Epstein-Barr virus	SAMEA1573187
ERR188473	NC_007605.1	98	99	316139	Epstein-Barr virus	SAMEA1573096
ERR188474	NC_007605.1	97	100	191101	Epstein-Barr virus	SAMEA1573085
ERR188475	NC_007605.1	97	100	37408	Epstein-Barr virus	SAMEA1573099
ERR188476	NC_007605.1	98	99	74756	Epstein-Barr virus	SAMEA1573432
ERR188477	NC_007605.1	99	99	151408	Epstein-Barr virus	SAMEA1573441
ERR188478	NC_007605.1	98	99	29589	Epstein-Barr virus	SAMEA1573513
ERR188479	NC_007605.1	99	99	198882	Epstein-Barr virus	SAMEA1573175
ERR188480	NC_007605.1	98	99	138950	Epstein-Barr virus	SAMEA1573244
ERR188481	NC_007605.1	98	99	153157	Epstein-Barr virus	SAMEA1573300
ERR188482	NC_007605.1	99	99	90549	Epstein-Barr virus	SAMEA1573124
ERR2029474	NC_007605.1	97	100	69561	Epstein-Barr virus	SAMEA104156557
ERR2029474	NC_009333.1	94	95	1725	Human herpesvirus 8	SAMEA104156557
ERR2029475	NC_007605.1	97	100	76662	Epstein-Barr virus	SAMEA104156557
ERR2029475	NC_009333.1	100	95	1957	Human herpesvirus 8	SAMEA104156557
ERR2029476	NC_007605.1	97	100	77907	Epstein-Barr virus	SAMEA104156557
ERR2029476	NC_009333.1	100	95	2029	Human herpesvirus 8	SAMEA104156557
ERR2029477	NC_007605.1	97	100	37973	Epstein-Barr virus	SAMEA104156558
ERR2029477	NC_009333.1	100	89	6719	Human herpesvirus 8	SAMEA104156558
ERR2029478	NC_007605.1	97	99	41613	Epstein-Barr virus	SAMEA104156558
ERR2029478	NC_009333.1	100	88	7675	Human herpesvirus 8	SAMEA104156558
ERR2029479	NC_007605.1	98	99	43016	Epstein-Barr virus	SAMEA104156558
ERR2029479	NC_009333.1	100	89	7644	Human herpesvirus 8	SAMEA104156558
ERR2029480	NC_007605.1	97	100	75953	Epstein-Barr virus	SAMEA104156559
ERR2029480	NC_009333.1	100	93	2383	Human herpesvirus 8	SAMEA104156559
ERR2029481	NC_007605.1	97	100	83332	Epstein-Barr virus	SAMEA104156559
ERR2029481	NC_009333.1	100	93	2618	Human herpesvirus 8	SAMEA104156559
ERR2029482	NC_007605.1	97	100	85430	Epstein-Barr virus	SAMEA104156559
ERR2029482	NC_009333.1	100	93	2677	Human herpesvirus 8	SAMEA104156559
ERR2029483	NC_007605.1	97	100	62104	Epstein-Barr virus	SAMEA104156560
ERR2029483	NC_009333.1	100	92	2689	Human herpesvirus 8	SAMEA104156560
ERR2029484	NC_007605.1	97	100	67768	Epstein-Barr virus	SAMEA104156560
ERR2029484	NC_009333.1	100	93	3090	Human herpesvirus 8	SAMEA104156560
ERR2029485	NC_007605.1	97	100	69444	Epstein-Barr virus	SAMEA104156560
ERR2029485	NC_009333.1	100	93	3070	Human herpesvirus 8	SAMEA104156560
ERR2029486	NC_007605.1	97	100	41296	Epstein-Barr virus	SAMEA104156561
ERR2029486	NC_009333.1	100	97	3543	Human herpesvirus 8	SAMEA104156561
ERR2029487	NC_007605.1	97	100	45357	Epstein-Barr virus	SAMEA104156561
ERR2029487	NC_009333.1	100	97	4290	Human herpesvirus 8	SAMEA104156561
ERR2029488	NC_007605.1	97	100	46660	Epstein-Barr virus	SAMEA104156561
ERR2029488	NC_009333.1	100	97	4169	Human herpesvirus 8	SAMEA104156561
ERR2029489	NC_007605.1	97	100	59790	Epstein-Barr virus	SAMEA104156562
ERR2029489	NC_009333.1	97	95	2041	Human herpesvirus 8	SAMEA104156562
ERR2029490	NC_007605.1	97	100	65106	Epstein-Barr virus	SAMEA104156562
ERR2029490	NC_009333.1	100	95	2306	Human herpesvirus 8	SAMEA104156562
ERR2029491	NC_007605.1	97	100	66154	Epstein-Barr virus	SAMEA104156562
ERR2029491	NC_009333.1	100	95	2429	Human herpesvirus 8	SAMEA104156562
ERR2029492	NC_007605.1	97	100	25803	Epstein-Barr virus	SAMEA104156563
ERR2029492	NC_009333.1	100	100	1149477	Human herpesvirus 8	SAMEA104156563
ERR2029493	NC_007605.1	97	100	28424	Epstein-Barr virus	SAMEA104156563
ERR2029493	NC_009333.1	100	100	1269415	Human herpesvirus 8	SAMEA104156563
ERR2029494	NC_007605.1	97	100	28996	Epstein-Barr virus	SAMEA104156563
ERR2029494	NC_009333.1	100	100	1315707	Human herpesvirus 8	SAMEA104156563
ERR2029495	NC_007605.1	97	100	21574	Epstein-Barr virus	SAMEA104156564
ERR2029495	NC_009333.1	100	100	782214	Human herpesvirus 8	SAMEA104156564
ERR2029496	NC_007605.1	97	100	24108	Epstein-Barr virus	SAMEA104156564
ERR2029496	NC_009333.1	100	100	869156	Human herpesvirus 8	SAMEA104156564
ERR2029497	NC_007605.1	97	100	24934	Epstein-Barr virus	SAMEA104156564
ERR2029497	NC_009333.1	100	100	907857	Human herpesvirus 8	SAMEA104156564
ERR2029498	NC_007605.1	97	100	12170	Epstein-Barr virus	SAMEA104156565
ERR2029498	NC_009333.1	100	100	386012	Human herpesvirus 8	SAMEA104156565
ERR2029499	NC_007605.1	97	100	13227	Epstein-Barr virus	SAMEA104156565
ERR2029499	NC_009333.1	100	100	428428	Human herpesvirus 8	SAMEA104156565
ERR2029500	NC_007605.1	97	100	13770	Epstein-Barr virus	SAMEA104156565
ERR2029500	NC_009333.1	100	100	445893	Human herpesvirus 8	SAMEA104156565
ERR2029501	NC_007605.1	97	100	22802	Epstein-Barr virus	SAMEA104156566
ERR2029501	NC_009333.1	100	100	237086	Human herpesvirus 8	SAMEA104156566
ERR2029502	NC_007605.1	97	100	24544	Epstein-Barr virus	SAMEA104156566
ERR2029502	NC_009333.1	100	100	262200	Human herpesvirus 8	SAMEA104156566
ERR2029503	NC_007605.1	97	100	25219	Epstein-Barr virus	SAMEA104156566
ERR2029503	NC_009333.1	100	100	272191	Human herpesvirus 8	SAMEA104156566
ERR2029504	NC_007605.1	97	100	20616	Epstein-Barr virus	SAMEA104156567
ERR2029504	NC_009333.1	100	100	263435	Human herpesvirus 8	SAMEA104156567
ERR2029505	NC_007605.1	97	100	21722	Epstein-Barr virus	SAMEA104156567
ERR2029505	NC_009333.1	100	100	291634	Human herpesvirus 8	SAMEA104156567
ERR2029506	NC_007605.1	97	100	22961	Epstein-Barr virus	SAMEA104156567
ERR2029506	NC_009333.1	100	100	302760	Human herpesvirus 8	SAMEA104156567
ERR2029507	NC_007605.1	97	100	26976	Epstein-Barr virus	SAMEA104156568
ERR2029507	NC_009333.1	100	100	266224	Human herpesvirus 8	SAMEA104156568
ERR2029508	NC_007605.1	97	100	29723	Epstein-Barr virus	SAMEA104156568
ERR2029508	NC_009333.1	100	100	294719	Human herpesvirus 8	SAMEA104156568
ERR2029509	NC_007605.1	97	100	30457	Epstein-Barr virus	SAMEA104156568
ERR2029509	NC_009333.1	100	100	308438	Human herpesvirus 8	SAMEA104156568
ERR2029510	NC_007605.1	97	100	58179	Epstein-Barr virus	SAMEA104156569
ERR2029510	NC_009333.1	100	100	416031	Human herpesvirus 8	SAMEA104156569
ERR2029511	NC_007605.1	97	100	56540	Epstein-Barr virus	SAMEA104156570
ERR2029511	NC_009333.1	100	100	459570	Human herpesvirus 8	SAMEA104156570
ERR2029512	NC_007605.1	98	99	60508	Epstein-Barr virus	SAMEA104156571
ERR2029513	NC_007605.1	97	100	60334	Epstein-Barr virus	SAMEA104156571
ERR2029514	NC_007605.1	97	100	58751	Epstein-Barr virus	SAMEA104156571
ERR2029515	NC_007605.1	98	99	56402	Epstein-Barr virus	SAMEA104156572
ERR2029516	NC_007605.1	97	100	56869	Epstein-Barr virus	SAMEA104156572
ERR2029517	NC_007605.1	97	100	55407	Epstein-Barr virus	SAMEA104156572
ERR2029518	NC_007605.1	98	99	60227	Epstein-Barr virus	SAMEA104156573
ERR2029519	NC_007605.1	97	100	60017	Epstein-Barr virus	SAMEA104156573
ERR2029520	NC_007605.1	97	100	59786	Epstein-Barr virus	SAMEA104156573
ERR2029521	NC_007605.1	98	99	70372	Epstein-Barr virus	SAMEA104156574
ERR2029522	NC_007605.1	97	100	70823	Epstein-Barr virus	SAMEA104156574
ERR2029523	NC_007605.1	97	100	70028	Epstein-Barr virus	SAMEA104156574
ERR2029524	NC_007605.1	98	99	65385	Epstein-Barr virus	SAMEA104156575
ERR2029525	NC_007605.1	97	100	65869	Epstein-Barr virus	SAMEA104156575
ERR2029526	NC_007605.1	97	100	64751	Epstein-Barr virus	SAMEA104156575
ERR2029527	NC_007605.1	98	99	65424	Epstein-Barr virus	SAMEA104156576
ERR2029528	NC_007605.1	97	100	65362	Epstein-Barr virus	SAMEA104156576
ERR2029529	NC_007605.1	97	100	65278	Epstein-Barr virus	SAMEA104156576
ERR2029530	NC_007605.1	98	99	47842	Epstein-Barr virus	SAMEA104156577
ERR2029531	NC_007605.1	97	100	48273	Epstein-Barr virus	SAMEA104156577
ERR2029532	NC_007605.1	97	100	47950	Epstein-Barr virus	SAMEA104156577
ERR2029533	NC_007605.1	98	99	37154	Epstein-Barr virus	SAMEA104156578
ERR2029534	NC_007605.1	97	100	37371	Epstein-Barr virus	SAMEA104156578
ERR2029535	NC_007605.1	97	100	37077	Epstein-Barr virus	SAMEA104156578
ERR2029536	NC_007605.1	98	99	48584	Epstein-Barr virus	SAMEA104156579
ERR2029537	NC_007605.1	97	100	48923	Epstein-Barr virus	SAMEA104156579
ERR2029538	NC_007605.1	97	100	48273	Epstein-Barr virus	SAMEA104156579
ERR2029539	NC_009333.1	100	99	3961232	Human herpesvirus 8	SAMEA104156580
ERR2029540	NC_009333.1	100	99	4537040	Human herpesvirus 8	SAMEA104156580
ERR2029541	NC_007605.1	68	99	4971	Epstein-Barr virus	SAMEA104156581
ERR2029541	NC_009333.1	100	100	116212	Human herpesvirus 8	SAMEA104156581
ERR2029542	NC_007605.1	55	99	4274	Epstein-Barr virus	SAMEA104156581
ERR2029542	NC_009333.1	100	99	100708	Human herpesvirus 8	SAMEA104156581
ERR2029543	NC_007605.1	61	100	5140	Epstein-Barr virus	SAMEA104156581
ERR2029543	NC_009333.1	100	100	117409	Human herpesvirus 8	SAMEA104156581
ERR2029544	NC_009333.1	100	99	23028	Human herpesvirus 8	SAMEA104156582
ERR2029545	NC_009333.1	100	99	19994	Human herpesvirus 8	SAMEA104156582
ERR2029546	NC_009333.1	100	99	23514	Human herpesvirus 8	SAMEA104156582
ERR2029547	NC_007605.1	87	99	16380	Epstein-Barr virus	SAMEA104156583
ERR2029547	NC_009333.1	100	100	298283	Human herpesvirus 8	SAMEA104156583
ERR2029548	NC_007605.1	89	99	14102	Epstein-Barr virus	SAMEA104156583
ERR2029548	NC_009333.1	100	99	260141	Human herpesvirus 8	SAMEA104156583
ERR2029549	NC_007605.1	89	100	16734	Epstein-Barr virus	SAMEA104156583
ERR2029549	NC_009333.1	100	100	300677	Human herpesvirus 8	SAMEA104156583
ERR2029550	NC_007605.1	86	99	7042	Epstein-Barr virus	SAMEA104156584
ERR2029550	NC_009333.1	100	100	177348	Human herpesvirus 8	SAMEA104156584
ERR2029551	NC_007605.1	85	99	6050	Epstein-Barr virus	SAMEA104156584
ERR2029551	NC_009333.1	100	99	155066	Human herpesvirus 8	SAMEA104156584
ERR2029552	NC_007605.1	88	99	7088	Epstein-Barr virus	SAMEA104156584
ERR2029552	NC_009333.1	100	100	178330	Human herpesvirus 8	SAMEA104156584
ERR2044928	NC_007605.1	97	100	66840	Epstein-Barr virus	SAMEA104176649
ERR2044929	NC_007605.1	97	100	24166	Epstein-Barr virus	SAMEA104176650
ERR2044930	NC_007605.1	97	100	75510	Epstein-Barr virus	SAMEA104176651
ERR2044931	NC_007605.1	97	100	70385	Epstein-Barr virus	SAMEA104176652
ERR204819	NC_007605.1	98	99	25520	Epstein-Barr virus	SAMEA1573133
ERR204820	NC_007605.1	98	99	66564	Epstein-Barr virus	SAMEA1573415
ERR204821	NC_007605.1	98	99	56290	Epstein-Barr virus	SAMEA1573287
ERR204822	NC_007605.1	98	99	33903	Epstein-Barr virus	SAMEA1573095
ERR204823	NC_007605.1	99	99	132225	Epstein-Barr virus	SAMEA1573452
ERR204824	NC_007605.1	99	99	197591	Epstein-Barr virus	SAMEA1573527
